experiment,id,round,block,position,nPairs,isLastPair,outcomeA,outcomeB,spread,viewTime,choiceB,whichFirst,a3Col
v17 (Record),6e98c610d57a817d6c777620,1,single,3,11,0,1.4,1.6,0.2,8.408,1,A,NA
v17 (Record),6e98c610d57a817d6c777620,1,single,4,11,0,1,1.2,0.2,6.679,1,A,NA
v17 (Record),6e98c610d57a817d6c777620,1,single,5,11,0,0.6,0.8,0.2,8.42,1,A,NA
v17 (Record),6e98c610d57a817d6c777620,1,single,6,11,0,1.2,1.4,0.2,6.686,1,A,NA
v17 (Record),6e98c610d57a817d6c777620,1,single,7,11,0,2,0,2,6.204,1,A,NA
v17 (Record),6e98c610d57a817d6c777620,1,single,8,11,0,1.8,2,0.2,6.957,1,A,NA
v17 (Record),6e98c610d57a817d6c777620,1,single,9,11,0,1.6,1.8,0.2,5.567,1,A,NA
v17 (Record),6e98c610d57a817d6c777620,1,single,10,11,0,0,0.2,0.2,6.129,1,A,NA
v17 (Record),6e98c610d57a817d6c777620,1,single,11,11,1,0.8,1,0.2,6.708,1,A,NA
v17 (Record),236a148a4833dc3c371f01e3,1,single,1,11,0,0.4,0.6,0.2,7.9,0,B,NA
v17 (Record),236a148a4833dc3c371f01e3,1,single,2,11,0,0.6,0.8,0.2,14,0,B,NA
v17 (Record),236a148a4833dc3c371f01e3,1,single,3,11,0,1.8,2,0.2,6.312,0,B,NA
v17 (Record),236a148a4833dc3c371f01e3,1,single,4,11,0,1.4,1.6,0.2,5.087,0,B,NA
v17 (Record),236a148a4833dc3c371f01e3,1,single,5,11,0,0.8,1,0.2,12.64,0,B,NA
v17 (Record),236a148a4833dc3c371f01e3,1,single,6,11,0,0.2,0.4,0.2,5.201,0,B,NA
v17 (Record),236a148a4833dc3c371f01e3,1,single,7,11,0,1,1.2,0.2,4.348,0,B,NA
v17 (Record),236a148a4833dc3c371f01e3,1,single,8,11,0,2,0,2,4.952,0,B,NA
v17 (Record),236a148a4833dc3c371f01e3,1,single,9,11,0,1.6,1.8,0.2,5.079,0,B,NA
v17 (Record),236a148a4833dc3c371f01e3,1,single,10,11,0,1.2,1.4,0.2,5.341,0,B,NA
v17 (Record),236a148a4833dc3c371f01e3,1,single,11,11,1,0,0.2,0.2,4.373,0,B,NA
v17 (Record),17b8cd4cc1a7de70cb33a763,1,single,1,11,0,0.6,0.8,0.2,12.765,0,A,NA
v17 (Record),17b8cd4cc1a7de70cb33a763,1,single,2,11,0,0.4,0.6,0.2,6.764,0,A,NA
v17 (Record),17b8cd4cc1a7de70cb33a763,1,single,3,11,0,0,0.2,0.2,5.911,0,A,NA
v17 (Record),17b8cd4cc1a7de70cb33a763,1,single,4,11,0,0.8,1,0.2,5.506,0,A,NA
v17 (Record),17b8cd4cc1a7de70cb33a763,1,single,5,11,0,1.8,2,0.2,5.607,0,A,NA
v17 (Record),17b8cd4cc1a7de70cb33a763,1,single,6,11,0,1.2,1.4,0.2,13.709,0,A,NA
v17 (Record),17b8cd4cc1a7de70cb33a763,1,single,7,11,0,1.4,1.6,0.2,6.872,0,A,NA
v17 (Record),17b8cd4cc1a7de70cb33a763,1,single,8,11,0,0.2,0.4,0.2,6.477,0,A,NA
v17 (Record),17b8cd4cc1a7de70cb33a763,1,single,9,11,0,1.6,1.8,0.2,6.04,0,A,NA
v17 (Record),17b8cd4cc1a7de70cb33a763,1,single,10,11,0,2,0,2,4.846,0,A,NA
v17 (Record),17b8cd4cc1a7de70cb33a763,1,single,11,11,1,1,1.2,0.2,6.158,0,A,NA
v17 (Record),d4dfe8e4622cc0c8bc94177c,1,single,1,11,0,1.2,1.4,0.2,7.386,1,B,NA
v17 (Record),d4dfe8e4622cc0c8bc94177c,1,single,2,11,0,0.6,0.8,0.2,8.608,1,B,NA
v17 (Record),d4dfe8e4622cc0c8bc94177c,1,single,3,11,0,1.8,2,0.2,3.689,1,B,NA
v17 (Record),d4dfe8e4622cc0c8bc94177c,1,single,4,11,0,1.4,1.6,0.2,3.792,1,B,NA
v17 (Record),d4dfe8e4622cc0c8bc94177c,1,single,5,11,0,2,0,2,2.662,1,B,NA
v17 (Record),d4dfe8e4622cc0c8bc94177c,1,single,6,11,0,0.8,1,0.2,1.736,1,B,NA
v17 (Record),d4dfe8e4622cc0c8bc94177c,1,single,7,11,0,0.4,0.6,0.2,1.376,1,B,NA
v17 (Record),d4dfe8e4622cc0c8bc94177c,1,single,8,11,0,0,0.2,0.2,2.039,1,B,NA
v17 (Record),d4dfe8e4622cc0c8bc94177c,1,single,9,11,0,0.2,0.4,0.2,1.103,1,B,NA
v17 (Record),d4dfe8e4622cc0c8bc94177c,1,single,10,11,0,1.6,1.8,0.2,1.066,1,B,NA
v17 (Record),d4dfe8e4622cc0c8bc94177c,1,single,11,11,1,1,1.2,0.2,3.445,1,B,NA
v17 (Record),e5faacd773c8f544a85fddd4,1,single,1,11,0,1.6,1.8,0.2,12.162,0,A,NA
v17 (Record),e5faacd773c8f544a85fddd4,1,single,2,11,0,1,1.2,0.2,11.581,0,A,NA
v17 (Record),e5faacd773c8f544a85fddd4,1,single,3,11,0,0.8,1,0.2,9.46,0,A,NA
v17 (Record),e5faacd773c8f544a85fddd4,1,single,4,11,0,0.2,0.4,0.2,10.725,0,A,NA
v17 (Record),e5faacd773c8f544a85fddd4,1,single,5,11,0,0,0.2,0.2,9.727,0,A,NA
v17 (Record),e5faacd773c8f544a85fddd4,1,single,6,11,0,0.4,0.6,0.2,11.533,0,A,NA
v17 (Record),e5faacd773c8f544a85fddd4,1,single,7,11,0,2,0,2,9.901,0,A,NA
v17 (Record),e5faacd773c8f544a85fddd4,1,single,8,11,0,1.4,1.6,0.2,8.376,0,A,NA
v17 (Record),e5faacd773c8f544a85fddd4,1,single,9,11,0,1.2,1.4,0.2,8.879,0,A,NA
v17 (Record),e5faacd773c8f544a85fddd4,1,single,10,11,0,0.6,0.8,0.2,9.205,0,A,NA
v17 (Record),e5faacd773c8f544a85fddd4,1,single,11,11,1,1.8,2,0.2,8.02,0,A,NA
v17 (Record),35f91f4f3af7c479932748d0,1,single,1,11,0,0.4,0.6,0.2,3.467,1,B,NA
v17 (Record),35f91f4f3af7c479932748d0,1,single,2,11,0,1.6,1.8,0.2,12.626,1,B,NA
v17 (Record),35f91f4f3af7c479932748d0,1,single,3,11,0,1,1.2,0.2,2.384,1,B,NA
v17 (Record),35f91f4f3af7c479932748d0,1,single,4,11,0,2,0,2,2.658,1,B,NA
v17 (Record),35f91f4f3af7c479932748d0,1,single,5,11,0,1.2,1.4,0.2,1.874,1,B,NA
v17 (Record),35f91f4f3af7c479932748d0,1,single,6,11,0,0.6,0.8,0.2,1.942,1,B,NA
v17 (Record),35f91f4f3af7c479932748d0,1,single,7,11,0,0.8,1,0.2,1.951,1,B,NA
v17 (Record),35f91f4f3af7c479932748d0,1,single,8,11,0,0,0.2,0.2,0.227,1,B,NA
v17 (Record),35f91f4f3af7c479932748d0,1,single,9,11,0,0.2,0.4,0.2,2.183,1,B,NA
v17 (Record),35f91f4f3af7c479932748d0,1,single,10,11,0,1.4,1.6,0.2,2.256,1,B,NA
v17 (Record),35f91f4f3af7c479932748d0,1,single,11,11,1,1.8,2,0.2,2.509,1,B,NA
v17 (Record),0aa4789bf348294ee98433c6,1,single,1,11,0,1.4,1.6,0.2,17.371,0,B,NA
v17 (Record),0aa4789bf348294ee98433c6,1,single,2,11,0,0.2,0.4,0.2,6.996,0,B,NA
v17 (Record),0aa4789bf348294ee98433c6,1,single,3,11,0,2,0,2,8.609,0,B,NA
v17 (Record),0aa4789bf348294ee98433c6,1,single,4,11,0,0,0.2,0.2,6.801,0,B,NA
v17 (Record),0aa4789bf348294ee98433c6,1,single,5,11,0,0.6,0.8,0.2,6.716,0,B,NA
v17 (Record),0aa4789bf348294ee98433c6,1,single,6,11,0,0.4,0.6,0.2,5.528,0,B,NA
v17 (Record),0aa4789bf348294ee98433c6,1,single,7,11,0,1,1.2,0.2,4.818,0,B,NA
v17 (Record),0aa4789bf348294ee98433c6,1,single,8,11,0,1.8,2,0.2,5.187,0,B,NA
